id,dist
0000671ffff7289afcc148b812dac2a5,4292.823663169074
00033964d5752c469fcc008045ebece8,11362.531602625166
000a5078118526e529d00f94e188c13d,17702.99564412867
000bb57ac4248f03522383228c866457,23217.417238733444
000cc14f1f6e76c1d8853246f4382d9d,15360.528218013882
001238e5d53d0bf19c6a77ef82b9f81f,3688.62188219797
0013c562e358a5f05c245d9296a3f66a,12414.59742513548
0013f78db119e7417580f378e4741c10,19454.163450478518
0014c0c6b0aaf1d22b73aaf423708aea,10893.770240231492
00170bda24faffaed3ba2e2df9d5e151,15363.089672149423
0017ff8203e129e4bb925ce36a11fa34,25492.248096728712
001a38dda44f8964e432795936c36198,10931.893261221661
001ec0515fe25bd2978b91fe03fdd88f,22146.57267250228
001f61841fc061331d9f28f39e25d856,22052.58203807092
0023048682f193d7cecb842a224a9c2a,20749.479312624528
002868e72ea78f887d49058f41ee5971,13419.500331570218
002cd6d68b3c8efe5b2235e0f14f812a,22681.902646869974
0032f540bfeb03c0be618115543e2e30,10441.094456780298
00335db91e1eba7540d4652c9af78aea,22449.919969195715
003669bd2c8d5f9c2ad589c7fa6c4264,27021.816157172365
0037622588c134efcd070426790f2292,16277.004062161912
0038638c734899ab7e3237fe3276f7e3,19648.66907472854
003fbc9633370f01f349d111e7d786ed,23331.76930279099
00433dd05aae1536bf5b08af2f2fbf54,19211.295848010523
004885813035e5d9f03bf47650da710c,10439.77007936487
004a6e752ac5ea3bc75441e3644de37f,13378.50736856951
004a856f1dc92c717e0a3dab2b074dab,23206.00306841339
004ae57c16e1902af618c51d7e2ba7f4,19169.915103336658
004e3910f3bc9c34debcda2e480c2469,35123.55855677822
00510151c2638863c898a727d64025b8,14065.96584530734
00523b0234a4f3df111185a45d546031,4462.113713263974
0052af55b3464107a76b3e447df789fd,13171.55853879003
00583f0b34c3d1c455f025dafe81e8f2,37432.736926987134
005bfb3c0d94fe2a0a2b867e25d7865e,15360.168911057517
006022ac420db4d433d10b370e480167,19246.590568228068
0063ef1c8ca98a7111de16ea3a685526,25237.324354242635
00644c93feac15f7173328bfe070e012,19079.629398657147
00654f37051a04420437cc921c968c8f,13755.328078155333
0067b6f3367857f993045abc24ccd4f2,11454.857355895216
0071bca3649c8e8e93b2458668e097c5,3175.329601432891
0073290cf30030ca1f1879bdbcb2a4c9,12973.52456777611
007c312640140e46b13d55e2a1d88e1b,12539.651190393468
007c7ca3636fdbdc7472ee2cd5cd02ca,18234.43352555921
007f474942f125f88b21c9332fb63454,13374.082968825653
00800bccddff668482cad0a6ab12c3aa,15913.54211900795
00812d43b730c6bfaa1d48f62be0c704,15733.464033585486
008146c06d4825cec96fc4b5c3541187,16066.303304250447
008252a645e3c0ade443d45349349418,3092.5456969463085
0083ca5a71f4b117caef7feedecf27a0,9124.294092615624
0084c95709dc7f64887c98459499175d,26875.907632117374
0090816384802e7595489834e96198fe,4251.105207920953
0091d19280bacd5719e48ebe4dd49e27,9531.224835988984
0092e072528297fc5ca56d4ab21132f3,25674.22740543966
00962524f4d0aae067ed0d8bef9755e1,17154.61912103284
009b73e0811e7ffa1031d91a3eb1408c,36094.70638211682
009f1dd8c8cf6660771187f77a7840f1,10363.197277357058
00a0f5aa1aeb562f4e9b24e80ef8927c,31897.307994563886
00a1fbc5fc4fac3811cfb460bb66d2ce,11981.796880229513
00a5605726255e3a1c46b215b383c89d,19068.49459912602
00a57e6f5ec0d74f7125b4cf3666f001,11985.375984867422
00a5af5244df77f0384678a9fd4d85b8,5925.193489448854
00a8a453dd511f41eb0c65968d87edfc,22169.91414905993
00a9ab813ddf3e65694d4fe5b06a1e00,30501.694147545997
00ac8a28d81db92b2a6baafbc4585622,16469.615461924524
00b591941ad0bbb2713eba93dc02c409,30255.283376709023
00c11ac0d1fd4ace06b9048140929f68,21301.723185230847
00c3dc8b0c945021f51c02a57548d4d9,11851.295666540105
00c4b43cce95a4020a82a74f03e4c1f9,10279.885220887041
00c6111e7c349be5032d9c10bc9cd3ae,24514.6679251272
00c681a02ecaee638208b9e8c57c69a7,10333.537754803083
00ca130e0ca63f1cf73f9b310e85ff10,19155.977405404763
00ca212fe6d45887093a3bcc40689700,26658.85031260408
00cf86b7bd2a152467f349dca813fff6,26863.75364972191
00d15b29e1759bea922f640396028a4a,9323.089668058405
00d1fc29f9b5bea98a463f8f1098fc85,12031.019406075891
00d9d7227ef7e36c46ed0e81a7949ae9,5321.893657666683
00e00828f747ca2c04b163c1b005bccc,15251.789134770603
00e1c16ae55d78f6f237cc0d72273a31,38734.9840077565
00e1ce32ebe0f7b074151d474d8a3e4b,28823.047887428256
00e3e4b7a0e2987677c02211f4257dfd,14204.341115214795
00e40a64e9408e719abc6ff01c78537b,30414.5908353577
00e5846a8af36d50d258d6c049ce9d84,47501.37422338035
00eb58a67e75bf67e3794cd72cc117c0,7807.200768475884
00f33a881b2c86c756278762f686fce1,42496.04832513457
00f35f162e4e33d70aa9b750f374e223,6401.81496311942
00fba826f58ac95d4e9ae4896a54a06b,2638.944626908129
00fc3061661736ae9afd173f8ef2240c,26418.91876614025
00fd7ae9b74bc7657a42537e3766720b,6173.867673686909
00feecc80b3ec6b043b6713a444c7c89,19733.978563399367
0101200252d8d4a11f690a146569b0f4,17464.396327974406
01021072984d106b5d25bf874277a718,8984.602337589764
0102a9864cb1d2098dbda6b01927433f,34665.11461163612
0103aa125534db72b139b7997217a721,12045.789972820521
01046077f7ef1595de0981703abb4cb6,13945.497623444211
01078a918e94a5d7975c66f9f679727a,15848.866140891674
010818f6fc8f20a70502f44627f3d62a,21230.064907291588
010fc8c83a2b4f7027d070cda68ebfcd,21761.63524500126
01120f2d778ea10b85cd11676816de88,10212.217448380461
011303b635b0c8e74e53c43b264c469f,9117.574269109818
0113ba8e508e4177d0c715a72e35956e,34175.06588977876
011bd532656262e349cc374315ece77b,10471.895721835454
011d454e824ed52a595b417aa6dd2851,33375.728175309785
012128feee0ff92e678c9d61de25fc2f,11532.090872672681
01235ce0257a75c6a80300fec67dcc35,15958.157031752216
01260a988e2b7cb90ff4690c91419855,17447.362162322617
0126d9920353cecc8f22c3d2f3cce581,18780.83854795174
012a8bed1c0e7be9ad3b32106a6e6a53,14086.784668137576
012dcef1ed42a360146317dbcad6cb25,5173.370262386835
012e813947821461ef1fca39af8c3689,16535.277046274812
012ffbb402146f5f1e98ef222395ecc5,15984.100773189492
01311095388da6139063041b5cbd89db,32654.572229402198
0140d22fd1524773d2c7fb24e8abdae5,5982.649812905364
01412dc466470d0604d7346c845da22e,3739.5481549270444
01416b557717c4ed110c8dd4e1e79ed4,7893.770527833893
0143b2f2fbc7adfd0463f7a59c9bc857,12091.005582687756
014d07d085fdc4b525b02aea9d4732f8,24782.546013791565
014db56c3e75c6e28634e1a2cf14dfd5,20721.167634742425
014eede3cb5b01b4dd85eee03668a3c9,3700.8279425342657
0155365154cdfc29a624577e5463c028,18631.705254434273
01557c3f33042a7457e291e7361af102,28840.134323654805
01582b29e5ae5d648f35c9a104908077,2783.376969420419
015b47edd7bf003d7d213459f95a1641,9489.588061425498
015cdaa44f1e0364189c253bbb9caae2,16360.37251253247
016113180c50abc43e4b5b26fe6a0b9d,13740.888209671155
0162c010c4369e7cfd36ffc198df5130,22418.034303659544
016ae9c5e2b2385025879b0dea7c3e35,7349.279795097213
017990358faae3c0bfe8b96671316a89,33864.005425326715
017a6d94bf1d79db169568c62944eddf,7918.729236302045
018084204c629c2d4db9525268fb8c10,20295.92069345935
018092961291eaab82f1bb2ea7b207e6,13840.155595550601
0181f4e5834585b5b9f44b9283cf73ba,7423.6457543477945
0197096e9ab9759a002578b7ee0222f2,13571.613762660914
019b8a9fd7aa19dae49debc9d6230130,8796.869834094936
019d05b4a71bfbdb3a82808ae11b4d9b,11053.710530108881
019e6d9698ca9db11265becef30a316c,4435.343208504929
01a7fedb050acdc7c7a37ae9ae7d2222,9142.221015311146
01bfb883b2e9d07841dd6b168ba079c9,6378.7293846158045
01bff7f0b3692b54edbf786861c92bfa,20560.873544023896
01c2bdae9505ea0c35b30b8dedf914e1,15738.033933083789
01c466b8ac6921f4a8494e1d92ad65ba,37682.24416036931
01ce06cca6a309f002284262fb01f956,11437.679847551171
01ce976a2b1b42e716e3b81bf8410a51,20898.12195252801
01d6f3a2567bf109d30d19f940866574,16835.665296374864
01d709f22fda66460be0adb615175eb6,20731.138843771772
01de90851c748def3d420388175951c5,15517.996218430902
01e012b6bd5eaeec0a07038f40977de7,18562.514245612638
01e2d134a82c81a8435ba6c28ba3abaa,25025.23838435633
01e66e9ad7ac93624ca4591db74da24d,18762.97714004138
01e7119e710c8aefb70a64aab2e647a2,9684.985599097496
01eb4564455a2f91a7c16fd195e11c2f,22498.283410046184
01efcaf118b519eba4247794872af454,16716.11644835264
01f0b98d3000f19c389b54ff70472205,5306.58715935417
01f40f5eccdf93f356ee266116502519,16320.652875352276
01f700ca94980ee88fc1b4bd63202bfd,24433.688846415665
01fc38b2824b5eef988c5463d1aa676e,11773.187285648402
01fee38f33cecb5184258a8f88aadb83,12404.825367605565
02098699329f1d71b24f41204ff2ba1d,15189.11577362104
0209adaf37a8d1814f35acebfca7495d,11740.131053775673
020ab899888ed0b5f60e66bd9d325684,21738.583511858153
02131af0dd585c345a9dbd2bacf92b5e,9329.054974866447
0213f7b6444962e9af0861c535a31371,15043.425444165703
021882ed8c87597daac8a1356575758d,10884.342544397783
0218897ae790b17c9c3893357fc71510,11050.989927804407
0219e9b9e75e5ec1f350d860def8069d,23773.25880606078
021e49a93c36e1c2120f3f493f4db0b0,40707.4874305762
02207054b45beefbbe5eaeb505921b60,21314.733851937875
02281a0259352477e4b16e9ae2785888,8809.802279295674
022a11ef0d54721bac0ac138d512cff1,19827.694949093122
022e8950af6f2b19b32be94cbec03842,17887.830899774974
02306b780ed9f8da20616b297b367dbd,32710.122305915254
0235aecd67ee52758dcf08510755d7e7,10160.75964271819
023695efb0f92d2ee19e75663f6a8fc2,16651.465157437673
0239cc705eab506f3da8c7848fd41c59,18100.615893400893
023a6da18f30e2bc79991da1833d1b4b,15201.50743950859
02473658656bb15e493f0edfb24630af,18582.73042830304
0247970adda81a1787b2d372effe3add,7844.0666024181755
0248b3d455e7137f497440723aa4b2b8,11964.596216223626
024e78a4c3dcdc74743a8458cc3b05f3,22300.87709907367
025369af9dcc2b13e6f223bbe46eb1ea,37473.182255418826
0255027e7433a29d9b194deaac2c6d32,4429.514990375114
025516094679da58ff91fc59e093955e,15188.55168302927
02572375ed64e90e55521898ec962ffc,45379.99122952052
025b92853d2e4bf20e3e854357ff0e33,5593.384864252311
026004267b87b0ce366957f623cbed10,10182.021459198064
026162b4fded739d6c4bacc98cf542a2,14584.11167989983
0262cc3ecc238322d3db16372d13f912,19105.27479571297
026652aedf29572618170117da7eb7f5,15915.540050069934
0267a2b978d912cb10f17f5b212de443,11119.500342909128
0269a8f991523c387cc9f1cfeb950474,28038.593580013505
026b51eb149cfc174512c02d3659c56a,25456.926974760983
0278cd4e7a556f2567ce4e21c21e22c8,12675.74350897632
0279d0c079dd408871b06eb6c0c5084b,6994.82289982067
027f5efc7a98389d31c47a9bddcac0f0,21355.65520176718
02821aa8a9171fa0f1917425e8821a54,16095.475599792917
0283058a07cc73cf696a0793196ddd4b,19262.31884351916
0283dc6c02f5d4b5a96de328380bb86c,14510.010877490211
0286b85a11ce91e8f2fa8aa76ff07dd8,13205.788721533021
028a70775e77c8f2c860127eb5cf684c,18117.806767796075
028aa11e4affb13cc17a2046d8264a6b,34052.334043427334
028e18a04957eae37a7bfad686b51a19,39031.574851497266
029065f1298006a4e3faae130ae0e5aa,15282.406033372117
0290e8c202a60d6cb91253059e11cba3,7407.664589879725
02938928f743e893bf41cd328df1e822,10344.292034396056
029419d0ca69e18ea9591a0a79f5fd94,24491.622236669013
029653fc00bf69d9f2a11ef23b5989f1,18938.115056026287
029852b8a956f33431bf92f777fa8799,30871.954774348822
029a7c8eefeefacc63508eedcbf85d0d,14444.8441661998
029a85acbd14a74d99a8a5e7d067e145,14402.348338882137
029b92fc42fd5f7a5442ddb9a490cac4,13312.112924450688
02a3374ad27317fe4c8125a66de0608c,2989.541088572753
02a427bf6f29fca4e9e1e04fe3da70c8,9255.692411413782
02a55b70ff07dde84753859c9e725913,18360.636089996402
02a9a3a611cab0a9de75bb65a79366eb,9096.965291701237
02aa06e7b68399de0321fee884293ba2,18836.158952738737
02aa288c2951274de58c3d862950313f,4083.134961423016
02ac3a36880259965925c871040341a3,19726.07787548067
